clean_news,label_encoded
"nifty auto index fell 028 despite an upbeat market maruti suzuki, bajaj auto, tvs motor, tube investments, and mahindra mahindra were top gainers, while tata motors and others declined nse nifty50 rose 12546 points to 2484405, bse sensex up 42501 points to 8154361 38 nifty stocks gained, 12 declined vodafone idea, reliance power, and yes bank among most traded on nse",0
tata motors shares fell 5 after jlr forecasted lower margins for fy26,0
"tata motors shares dropped 49 to rs 6775 on nse today the stock is part of key indices, nifty 50 and nifty 100, highlighting its market significance",0
"tata motors projects jlrs fy26 ebit to be 57, as per the annual report jlr anticipates an investment spend of approx 18 billion pounds",1
"tata motors jlr projects fy26 free cash flow near zero, focusing on investment for growth fy26 ebit is expected to be between 57 as part of their financial strategy",0
"tata motors subsidiary jlr shared its investor day presentation on june 16, 2025 the presentation, detailing jlrs plans and performance, is on tata motors website",1
"tata motors shows volatility with a beta last traded at 6758, market cap 2621385, pe 115 live updates provide analysis and recommendations for informed investment decisions on tata motors",1
"moodys revised jaguar land rovers corporate family rating from ba2 positive to ba1 positive it is a whollyowned subsidiary of tata motors ltd, as per announcement on june 13, 2025",2
"tata motors nsetatamotors stock rose 91 in three months, driven by strong fundamentals the companys roe is 19, indicating effective growth and profit management tata motors net income grew 68 in five years, surpassing the industry average of 32 with a low payout ratio, it retains 91 of profits, supporting business reinvestment and earnings growth",2
"tata motors declined 31 on june 12, 2025, after six days of gains, underperforming the automobile sectors 2 fall tata motors shows mixed signals in moving averages and reported a 5year growth of 5768, outpacing sensexs 1418 growth",0
"nifty falls below 24,900 sensex drops 930 points tata motors among top losers tata steel and shriram finance also see significant losses amid market downturn",0
hsbc flags four potential downside risks for tata motors share price before the jlr investor day,0
"sensex gains 143 pts nifty at 24,141 it stocks like hcl tech, tech mahindra, infosys lead gains fmcg, psu banks drag bse midcap, smallcap down 05 major losers include power grid, adani ports, maruti",1
edelweiss securities issued a reduce report on tata motors with cmp at 7323 as of june 10,0
tata motors links jlr senior executives incentives to its market performance,1
"nuvama slashes tata motors target to rs 670, predicting 67 downside amid subdued cv market and jlr sales dip tata motors expects modest cv growth export markets to see doubledigit growth share price fell 10 in 6 months",0
"tata motors plans to scale cv ebitda to teens by fy26 and 10 for pv and ev by fy30 it targets 40 cv market share by 2027 brokerages respond motilal oswal rates neutral, nuvama reduce, emkay buy challenges include weak demand and rising costs",1
analysts remain cautious on tata motors share price before jlr investor day,1
"nuvama maintains a reduce rating on tata motors, setting a target price at 670",0
"nomura maintains a neutral stance on tata motors with a target of 799share tata motors aims for 5 cagr in mhcv volume, 11512 margin over 2 years",1
tata motors plans to invest 41b over 5 years for evs and new cars the investment aims to maintain its lead as indias top electric vehicle maker,2
"tata motors plans rs 3335k cr investment in fy2630 for 30 product actions including 7 new models, aiming for 16 market share by fy27 targeting 20 ev sales by fy27, tata motors will expand its sales network, enhance charging infrastructure, and introduce harrierev and sierraev",2
"tata motors limited has released its investor day presentation for 2025, highlighting a strong business turnaround with significant improvements in roce and free cash flow the presentation is available on their website the company reported a 10 revenue growth, a doubledigit ebitda margin, and a 377 roce for fy25 tata motors also achieved a positive ebit and plans to focus on delivering doubledigit ebitda across cycles and industryleading revenue growth",2
tata motors aims for 40 market share and ebitda in teens in cv segment by 2027,2
tata motors anticipates a rise in commercial vehicle market share by fy27 despite weak passenger vehicle demand,2
"tata motors pv business volume growth is surpassing market expectations, aiming for a 16 market share by fy27, including evs the company targets 1820 market share in 23 years and is holding an investor and analyst meeting today",2
"tata motors targets 40 market share in commercial vehicle segment, with ebitda in teens and free cash flow at 79 of revenue company aims to maintain high roce and reduce volatility investor and analyst meeting scheduled for today",2
"tata motors presented investor day highlights, outlining strategic and financial outlook fy25 revenue stood at 440k crores with pbt at 343k crores commitment to doubledigit ebitda margin and growing market share capex and free cash flow targets detailed for cv, pv, ev segments",2
"tata motors trades at 7110 with a market cap of 2614206 volume is 11975812, pe ratio 115, eps 620 stay updated with live analysis, insights, and news on tata motors to make informed financial decisions",1
tata motors and jlr highlight ev supply chain as a distinct business risk chinas influence is evident in the ev supply chain mentioned by tata motors,0
jpmorgan downgrades tata motors citing tariff risks clsa gives an outperform call on bajaj auto,0
"apple has engaged tata group for iphone and macbook repairs in india, emphasizing tatas role in apples supply chain tata now handles repairs, replacing taiwans wistron with iphone sales booming in india, tatas partnership may lead to apple selling refurbished devices there apples india manufacturing supports us exports amid tariff concerns",2
"tata motors stock rose over 1 to rs 714 on june 4, halting a threeday decline nomura sees a 135 upside with a target of rs 799, driven by harrier evs competitive pricing boosting ev penetration tata motors vehicle sales fell 86 yoy in may 2025, with domestic sales dropping 10 commercial vehicle sales dipped 5, while mh icv volumes rose slightly net profit fell 51 in march 2025 quarter",1
"tata motors announces a rs 6 per share dividend for fy25, with june 4 as the record date shareholders needed to buy before june 3 to be eligible tata motors q4 fy25 net profit fell to rs 8,470 crore from rs 17,552 crore yoy, with revenues at rs 119 lakh crore the company plans a 11 demerger",1
"tata motors, tcs, and hdfc amc are key stocks nearing their dividend record dates investors should check details on upstox for upcoming dividend information",1
"tata motors slipped 1 after weaker than expected may sales mphasis dropped 3 due to losing a major client hero motocorp declined 2, metal stocks fell after tariff hike",0
tata motors and hero moto shares fell over 1 due to weak auto sales in may,0
"tata motors may auto sales fell below estimates, impacting market expectations other auto companies mentioned include mahindra mahindra, tvs, and eicher",0
"tata motors shows strong performance with a last traded price of 7195 market cap stands at 26487304, volume at 14533919 price to earnings ratio is 116, earnings per share is 6202 live updates provide insights for informed investment decisions",2
tata motors shares increased 10 last month due to a new catalyst,2
"tata motors shares rose 10 in a month despite a sales drop total sales declined 86 in may 2025 to 70,187 units tata motors achieved jlrs net cash positive target and ebit margin guidance it plans to share jlrs outlook on june 16",2
"tata motors reported a 11 yoy slump in domestic passenger vehicle sales for may 2025, selling 41,557 units versus 46,697 in may 2024 despite strong suv demand, exports rose 28 yoy, with 483 units shipped ev sales saw a 2 uptick with 5,685 units sold tata motors plans harrier ev launch",0
"tata motors may auto sales declined 86 yoy to 70,187 units, with domestic sales down 10 to 67,429 units passenger vehicle sales fell 11 to 42,040 units commercial vehicle sales dropped 5 to 28,147 units",0
"may 2025 auto sales are anticipated to be muted due to chinas export restrictions on rare earth magnets these materials are vital for auto parts like wiper motors, power windows, audio systems, and abs sensors",1
"tata motors, coforge, and tcs have key corporate actions this week tata motors rs 6 final dividend exdate is june 4, reflecting financial strength coforges stock split improves share affordability tcs, known for shareholder rewards, offers rs 30 dividend on june 4 bank of barodas rs 835 dividend exdate is june 6, showcasing sector performance rallis india, lt, hdfc amc, indiamart also declare dividends",2
"larsen toubro, tata motors, and tcs to trade exdividend next week these stocks are part of a broader list of companies trading exdividend, as reported by mint",1
"lt, coforge, tata motors are among 14 firms trading exdate next week corporate actions include dividends, stock splits, and rights issues",1
"tata motors, eternal, and ultratech cement shares plunge as sensex drops 400 points nifty falls below 24,900, reflecting broader market downturn",0
"tata motors fy25 tax outgo was 38,892 cr, down 1 from fy24s 39,344 cr direct contributions fell from 29,199 cr to 25,766 cr indirect contributions rose 31 to 12,189 cr net profit for q1 2025 was 28,149 cr, down from 31,807 cr revenue was 4,39,695 cr",0
tata motors faces reduced headcount and senior pay due to declining sales in fy25,0
"tata motors and mm gain while kotak mahindra bank lags as sensex drops nifty falls below 25,000 with mixed performance among key stocks",2
"tata motors share price rose 27, reaching an intraday high of 73795 on bse due to strong growth outlook at 1003 am, shares were up 25 at 73655 on the bse",2
"tata motors is demerging into two listed companies passenger vehicles, including evs and jaguar land rover, and commercial vehicles shareholders approved the demerger, and each will receive one tmlcv share per tata motors share tata motors reported a 51 profit decline",1
"tata motors aims to reclaim 50 market share in electric pv segment, focusing on product expansion and renewal the company leads in domestic electric passenger vehicles, pursuing midtolongterm growth strategies",2
"tata motors has dispatched letters under sebi regulations to inform shareholders about accessing the integrated annual report online the 80th agm of tata motors will be held on june 20, 2025, via video conference key agm dates include evoting from june 1619, 2025",1
"tata motors announced its 80th agm via a newspaper ad, to be held through video conferencing on june 20, 2025, as per sebi regulations the information is available on the companys website the announcement was published in the financial express and loksatta",1
"tata motors demerger aims to provide shareholders with longterm returns, says chandrasekaran",2
"tata motors strategizes to regain market share, focusing on competitive initiatives",1
"tata motors shares fell 22 to rs 71085, affecting nifty 50 and 100 indices investors adopt a watchful approach detailed financial data is available on moneycontrol",0
"stocks in focus today include tata motors, concor, and interglobe aviation market action will be influenced by news and important triggers related to these stocks",1
"tata motors board recommends final dividend of 6share for fy2425, with face value of 300 dividend taxable at shareholder level from april 1, 2020, with tds rates of 1020 for residents",2
"tata motors ltd agm on june 20, 2025, via video conferencing final dividend 6share 300 for fy 202425 record date june 4, 2025",2
"tata sons may inject capital into tata teleservices as agr dues hit rs 19,256 cr tata teleservices faces financial pressure with dues owed to the indian government",1
"tata motors ltd allotted 1,13,583 ordinary equity shares at 2 each under its long term incentive scheme 2021 the companys paidup capital increased to 7,36,34,02,155 new shares will rank pari passu with existing ones",1
"tata motors was directed by rbi to pay a compounding fee of 211 crores for contravention of foreign exchange management regulations the fee was deposited with rbi, with no material impact on tata motors financial or operational activities reported",0
tata motors ltd is directed by rbi to pay a compounding fee of 211 million rupees,0
tata motors shares rise amid high trading volume in todays session network media investment holds iso iec certificate for information security management,2
tata motors q4 fy25 earnings call featured group cfo pb balaji and executive director girish wagh the call transcript highlighted key insights and strategies from tata motors groups management,1
"tata motors announced a final dividend of rs 6share for fy25, highest in a decade agm set for june 20, 2025 with payment by june 24 shareholders approved demerger into commercial and passenger vehicle entities, shares settled 1 lower at rs 7002, net profit fell 512 yoy",1
"tata motors reports strong metrics with 216 roce, low debt equity of 06 net sales hit rs 119,503 crore debtor turnover at 331 times profit after tax declines by 421 despite challenges, tata motors outperforms sensex in shortterm and longterm market performance",1
"nifty 50 stocks declined asian paints fell by 145 to rs 2,2909 cipla dropped by 141 to rs 1,4986 tata motors decreased 078 to rs 7022 hul dropped 053 to rs 2,3475 hero motocorp down 048 to rs 4,0441",0
"tata motors rebounds from recent lows, gaining over 2",2
"tata motors shares fell 309 to an intraday low of 686 after muted q4 results by 920 am, tata motors shares recovered slightly, trading 253 lower at 690",0
"bharti hexacom reported over twofold pat rise to rs 4684 crore in q4 2025 due to tariff hikes shares rose 29 to rs 1,744 bharti airtels net profit surged 432 yoy to rs 11,022 crore in q4, shares hit rs 1,87070 tata motors net profit fell 513 to rs 8,470 crore",0
tata motors stock fell nearly 3 due to a cautious outlook auto stocks declined alongside tata motors in market trading,0
"nuvama maintains a reduce rating on tata motors, revising target price to 670 from 720",0
analysts indicate tata motors share price will hinge on jlrs performance and cash flow,1
"jefferies downgraded tata motors with a target price of 630 per share q4 ebitda fell 2 due to lower jlr margins fy2627 ebitda forecasts cut by 8, but eps estimates raised by 34 jlr expected to face us tariff challenges",0
"bharti airtel posts rs 11,022 crore q4 profit, beating estimates revenue rose 21 to rs 47,876 crore tata motors reports rs 8,470 crore profit on rs 119 lakh crore revenue siemens indias profit falls 274 due to higher costs garden reachs profit doubles to rs 2442 crore itd cementation profit rises 27 to rs 1136 crore earnings for firms like hal, tata power, and eicher motors also in focus",1
tata motors clarifies a misleading news article claiming a 58 profit slump in q4 fy25 the article was published by times now et now tata motors states the article is fictional and condemns the unverified publication audited financial results were shared during the board meeting,2
"tata motors reported q4 fy25 revenue of 1,19,500 cr and ebitda of 16,700 cr jaguar land rover, a tata motors subsidiary, achieved an ebit margin of 107",2
"tata motors released its q4 and fy25 investor presentation, highlighting audited financial results the presentation is available at tata motors achieved highestever annual revenues and pbt, with strong q4 results jlr reported a strong financial turnaround with increased ebit margins and significant free cash flow",2
"tata motors appoints ms parikh associates as secretarial auditors for 5 years, from apr 2025 to mar 2030 the appointment is pending shareholder approval at the annual general meeting parikh associates, founded in 1987, is renowned for quality",1
"tata motors reappoints mr k v chowdary as nonexecutive independent director for second term, october 2025october 2029 mr chowdary holds multiple directorships including reliance industries, divis labs, and gmr varalakshmi foundation",1
"tata motors ltd board approves allotment of ncds worth 500 crore via private placement ncds listed on nse, with axis bank, yes bank, and icici bank as allottees crisil rates aa stable",1
tata motors reports fy25 revenue of 4397k cr and q4 revenue of 1195k cr ebitda margin down 100 bps yoy to 131 strong fy25 free cash flow of 224k cr deleveraging completed board recommends final dividend of 6share on 300 face value,2
"tata motors reports q4 net profit of 8,470 crore, a decrease from 17,353 crore yoy",0
"tata motors jlr meets fy25 cash flow target, marking 10th profitable quarter",2
tata motors reports record fy25 revenues of 4397k cr and net profit of 281k cr jlr marks 10th profitable quarter cv and pv segments show mixed trends net auto cash positive at 10k cr,2
tata motors shares drop 2 today amid market fluctuations the company faces challenges in maintaining consistent growth network media investment ltd in mumbai certified for iso iec compliance in information security management,0
"tata motors approved issuance of 500 crore ncds in two tranches tranche i 300 crore, 708 interest, matures may 11, 2028 tranche ii 200 crore, 708 interest, matures may 12, 2028 ncds are unsecured and rated crisil aa stable",1
"tata motors ltd sees high trading with over 326 million shares exchanged, opening at rs 72080 and peaking at rs 72600 amid market shifts despite outperforming its sector, tata motors fell after four days of gains, with investor participation declining by 617 market cap is rs 2,65,260 crore",0
"q4fy25 results live today tata motors, bharti airtel, cipla, gail, hero motocorp among others to release q4 numbers axis securities notes q4fy25 earnings show mixed trends due to capex, positive economic measures, volatile currency, trade, and crude prices",1
tata motors will announce q4 earnings today consumer margins may decline the decline is attributed to a drop in jlr margins,0
"hero motocorp, tata motors, cipla, airtel, siemens to release q4 fy25 results on may 13 these companies will also disclose performance for the full financial year ending march 31, 2025",1
"tata motors, cipla, and bharti airtel are set to report q4 earnings today",1
"tata motors q4 fy25 net profit may drop over 50, with jlr revenue down 3 yoy analysts expect revenue to rise 11 to rs 1,21,345 crore cv and pv revenue declines expected, affecting margins investors will watch jlrs fy26 guidance, cost control, and ev model updates shares up 16 last month",0
"markets surged nearly 4 as global cues and easing tensions supported gains stocks like tata motors, paytm, and bharti airtel are in focus q4 results from companies including gail, cipla, siemens, and hero motocorp are under investor scrutiny, impacting market sentiment",1
"stocks to watch tata motors, airtel, gail, cipla, tata steel on may 13, 2025 uschina trade deal, indiapakistan tensions, inflation, fiis buying to impact sensex, nifty50",1
tata motors is anticipating a mixed q4 performance due to increased competition,1
"tata motors q4 fy25 pat may fall 36 yoy due to higher costs, with revenue growth expected to be flat at 12 yoy ebitda margin may contract by 85 bps to 133 due to rising costs jlr to show strong volume growth with improved semiconductor supplies jlrs revenue may grow 67 yoy, with an expanding ebitda margin domestic pv business ebitda may improve to 77",0
"several companies, including tata motors and bharti airtel, will release q4 fy25 results next week bharti airtel shares fell 12 to rs 1850, while tata motors rose 39 to rs 70850 garden reach shipbuilders shares rose 14 to rs 179580 tata steel shares fell 06 to rs 14275, while other companies like tata power and hindustan aeronautics are also set to announce results",2
"tata motors shows trend reversal after two days of gains, underperforming sector by 08 opened with 28 loss, reaching rs 6626 despite declines, tata motors outperformed sensex shortterm with 1day gain of 13 and 1week increase of 59 market cap rs 2,54,27076 crore",0
usuk trade deal impacts tata motors and samvardhana motherson,1
"tata motors finance ltd merged with tata capital ltd, sanctioned by nclt on may 6, 2025, effective may 8 tmfl ceases as tata motors subsidiary tcl will issue equity shares to tmfl shareholders, giving tml a 47 stake merger aligns with tmls focus on emerging technologies, taking 912 months to complete",1
"nclt approves merger of tata motors finance with tata capital, gaining 47 stake merger benefits tata capital with wider customer base in vehicle financing",2
"tata motors shares surged 9 over two days, reaching 704 on bse amid heavy volumes intraday trade saw a 35 gain on thursday as the upward trend continued",2
"indias stock benchmarks opened little changed amid indiapakistan tensions, impacting market sentiment tata motors leads in automotive with 836 vehicle sales, selling 213,738 passenger vehicles and 257,136 commercial vehicles",2
"tata motors outperforms in large cap with 27 return, showcasing resilience amid market volatility eternal ltd struggles, posting 19 return large cap sector shows mixed sentiment 43 stocks advance, 56 decline, with an advancedecline ratio of 077x investors await results from dr reddys labs and tata steel",2
"sensex rose 1332 pts, nifty up 252 pts tata motors gained 2 top gainers tata motors, power grid, coal india, kotak mahindra, axis bank voltas reported 113 profit growth coal indias performance met estimates asian paints expected 15 profit decline mixed sectoral performance",2
"tata motors shares last traded at 6803 market cap 250,4422 volume 30,390,515 pe ratio is 79 eps is 863 liveblog offers updates and expert analysis",1
"tata motors shares rise 3 as trump likely announces uk trade deal shares hit rs 7045, benefiting jaguar land rover indiauk fta reduces car import tariffs to 10 tata motors plans to split into two entities approved with 999995 votes",2
"tata motors, hdfc bank, mazagon dock ship, voltas, kotak bank, ril, symphony, icici bank, and hal were among the most traded stocks tata motors rose 264, adani ports 147, while eternal fell 231, tata consumer products 183 in trading session",2
"tata motors rises 5 due to indiauk fta and cv demerger approval auto stocks benefit, samvardhana gains 5, kei rises on strong q4 results",2
the indiauk free trade agreement will benefit tata motors and eicher motors other automotive companies also stand to gain from this agreement,2
tata motors shares lead the nifty 50 after decision to separate its commercial vehicle business,2
"tata motors held a shareholder meeting on may 6, 2025, via video conferencing as directed by nclt to discuss a composite scheme of arrangement among its subsidiaries, approved by the shareholders voting results were made available on tata motors and nsdls websites the resolution passed with requisite majority, facilitated by live webcast and remote evoting",2
tata motors shareholders are voting today on the commercial vehicle business spinoff approval,1
"tata motors plans to demerge its commercial and passenger vehicle businesses, forming two listed entities tmlcv and tmpv shareholders meet on may 6 to vote on the demerger entitlement ratio 1 tmlcv share for every 1 tml share",1
tata motors shares attract attention as jlr resumes car exports to the us,2
"tata motors passenger vehicles ltds financial statements for year ending 31 march 2025 audited by b s r co llp, showing true and fair view per companies act 2013 audit confirms compliance with ind as, no director disqualifications, and proper records of assets no dividend declared for current year",1
tata motors plans to raise up to 500 crore via issuing non convertible debentures ncds,1
"tata motors approved issuing ncds worth 500 crore in two tranches, with a fixed coupon rate of 708 per annum the ncds have a crisil aa stable credit rating, reflecting a strong credit profile for tata motors",1
"tata motors independent auditors report for tata motors global services limited for fy ending march 2025 audit conducted by b s r co llp, chartered accountants, pune, india contact details included in report",1
"upstox highlights marico, iob, adani enterprises, adani ports, eternal, tvs motor, maruti, tata motors as stocks to watch on may 2",1
"tata motors reports a 6 decline in april sales, infosys concludes mre consulting acquisition, enhancing us presence federal banks q4 net profit rises 137 to rs 1,0302 crore jsw energy signs a hydro storage agreement with uppcl",0
"tata motors ltd reported april 2025 sales of 72,753 units, down 61 yoy from 77,521 units in april 2024 domestic sales were 70,963 units, a decrease of 7 commercial vehicle sales totaled 27,221 units, a decline of 8 yoy, while passenger vehicle sales reached 45,532 units, down 5 ev sales included in passenger vehicle totals",0
"tata motors sold 72,753 units in april 2025, with total sales down by 6 from april 2024 commercial vehicle sales decreased by 8, and passenger vehicle sales dropped by 5",0
"tata motors ltd plans to issue rated, listed, unsecured ncds totaling rs 500 crore on may 2, 2025 the meeting is in line with sebi listing regulations and board approval from march 13, 2025",1
tata motors board plans to consider raising rs 500 crore via securities,1
"tata motors considers issuing nonconvertible debentures it leads in automotive construction with 836 vehicle sales in 202021, tata motors sold 366,909 utility, 257,136 commercial, and 213,738 passenger vehicles it also sells spare parts and offers financing",1
"india may allow 49 foreign stakes in nuclear power plants to boost nuclear capacity and cut carbon emissions legal changes are likely soon foreign firms like westinghouse, ge hitachi, and rosatom show interest indian conglomerates, including reliance, tata, adani, and vedanta, consider 26b investments",1
shares of tata motors and mahindra mahindra declined due to a development from china,0
"tata motors announces conference call for q4fy25 results on may 13, 2025, at 630 pm ist senior management, including tata motors and jaguar land rover executives, will discuss financial results and operations",1
"nifty50s valuation premium over msci em index hits a 7month high, driven by a 10 rebound from march lows, reaching 20x forward earnings automakers tata, hyundai, mg, kia, mahindra to discuss delhis ev policy as it extends incentives to hybrids, causing industry concern",1
"savitha balachandran became the first woman cfo at tata technologies in 2020 she led the 2023 ipo, tata groups first listing in 19 years",1
"poshs metal industries receives 43 cr from aavishkaar capitals fund, supporting smes in supply chains across asia africa investment will expand poshs production in aurangabad, enhancing service efficiency for auto brands like tata motors bajaj auto",1
"tata motors limited announces record and interest payment dates for its nonconvertible securities the interest payment for the 695 debentures is set for july 22, 2025",1
"blusmarts suspension impacts tata motors and citron, risking 9,000 vehicle orders oems may adjust strategies as fleet demand declines and fame ii incentives withdraw",0
retail investors are actively purchasing tata motors shares mutual funds and foreign portfolio investors are reducing their stakes,1
retail investors continue to increase their stake in tata motors despite a 50 stock correction tata motors stock is down due to uncertainties with jaguar land rover and us tariffs,0
"tata motors stock rose by 137, closing at rs 62155 the trading volume for tata motors reached 14,342,652 shares",2
"tata motors and tata power renewable energy limited sign a ppa for a 131 mw windsolar hybrid project the project supports tata motors re 100 goals, aiming for 100 renewable energy usage by 2030",2
tata motors and tata power renewable energy have partnered to develop windsolar projects this collaboration aims at enhancing sustainable practices and energy efficiency in operations,2
"volatility has decreased, with vix easing to 155, indicating reduced market uncertainty fiis increased long index future positions, suggesting cautious optimism auto index shows signs of reversal, with key stocks like maruti suzuki and tata motors leading potential declines media index gains strength, indicating possible upward movement",0
"tata motors hits a new record as it prepares for a business split the demerger is set for 2025, indicating a strategic move by the tata group",2
"indias ev sales reached 6166 lakh units by fy2025, with electric twowheelers leading the market uttar pradesh, maharashtra, karnataka, tamil nadu, and bihar had the highest sales, capturing 50 of the market",1
"debt funds have outperformed equity funds due to recent rbi rate cuts, offering higher sip returns over a year top debt funds include tata, franklin, mirae asset, axis, and nippon india, each providing over 85 annualized sip returns",1
tata secures a 750 million loan to build its largest uk battery plant the battery plant aims to boost tatas presence in the energy sector,2
"tata motors is a leader in indian automotive construction with diverse vehicle sales the company markets vehicles under brands like tata, fiat, jaguar, and land rover",2
"tata motors has filed 250 patents and 148 design applications in fy25 these filings focus on innovations in connectivity, electrification, sustainability, and safety",2
"tata motors finance limited submitted alm returns for march 2025 to nse and bse the returns include dynamic liquidity, structural liquidity, and interest rate sensitivity statements",1
"sebi circular requires disclosure of debenture issues, enhancing transparency details include recent credit ratings and interest payments, critical for investors",1
tata motors and metal stocks are expected to perform well today strong power demand is likely to boost stocks in the energy sector,2
"tata motors shares surged 6 following possible tariff relief the relief was hinted by trump, benefiting automakers globally",2
"tata motors, motherson, and sona blw shares rallied after trumps hint on exemptions for imported parts the announcement could benefit the automotive sector by reducing costs and boosting profitability",2
"tata motors shares rallied 6 amid value buying, despite past losses emkay global noted jlrs historical low valuations amid macroeconomic concerns",2
"shares of tata motors, samvardhana motherson, and sona blw surged up to 8 after trumps tariff exemptions trump considers measures for auto firms shifting production to the us, boosting global auto stocks",2
"indian markets opened higher tracking global cues with nifty50 and sensex surging banking stocks rose as lenders reduced fd rates, boosting bank nifty by 2",1
"samvardhana motherson surged 10 as trump considers pausing auto tariffs tata motors also gained over 5, boosting the auto sectors performance",2
"auto tariffs could impact tata motors, samvardhana motherson, and sona blw shares the development may influence trading patterns as investors assess potential cost implications",1
"auto tariff changes could impact profitability for tata motors, samvardhana motherson, and sona blw investors may see fluctuations in stock prices as companies adjust to new tariff regulations",1
"tata motors reported a trading volume of 21,055,814 shares recently the average trading volume for tata motors over the past week was 27,122,371 shares",1
tata group stocks surged as tata steel and tata motors led gains following tariff pause by trump tata steels restructuring plans and tata motors uk sales growth fueled investor optimism,2
"auto stocks are experiencing an upward trend with tata motors rising over 3 mm and eicher motors also see gains, each up more than 2",2
"tata motors shares increased by 5 amid ongoing tariff issues despite the rise, concerns over tariffs continue to pose challenges",2
"analysts recommend tata motors, nbfc, and hindustan zinc for longterm growth for day trading, first source and olectra greentech are suggested in the cash segment",2
"india proposes unlimited imports of uk evs priced over gbp 80,000 to boost its own smaller ev exports the deal could benefit indian automakers like maruti suzuki, mahindra, and tata motors by expanding their ev exports",2
"jaguar land rover sold 6,183 units in india in fy25, marking a 40 annual growth range rover and defender models drove the growth, with defender sales growing 90",2
"india plans to lower import tariffs on electric cars, prioritizing a trade deal with the us domestic automakers like tata motors and mahindra mahindra oppose immediate tariff cuts",1
"rbis mpc cut repo rate by 25 basis points to 6, impacting ratesensitive sectors auto stocks like mm, bajaj auto, maruti suzuki, and tata motors gained, while banking and financial stocks declined",2
"ubs identifies five factors reshaping the global economy by 2025 debt, deglobalisation, demographics, decarbonisation moneycontrol highlights a stock with longterm potential and warns of nbfc sector risks",1
"tata motors ev orders have dropped 92 in 2024 as fleet operators reassess cost benefits competition and financial strains in ridesharing impact tatas ev market share, now at 53",0
jaguar land rover is pausing exports to the us in response to new tariffs the pause in shipments is a shortterm action as jlr evaluates longerterm plans,0
jlr to pause exports to the us in response to new tariffs by the trump administration the company is still evaluating options to address the impact of us tariffs on its operations,0
"tata motors group reported a 3 decline in global wholesales for q4 fy25 compared to q4 fy24 jaguar land rover saw a 1 increase in global wholesales, with land rover leading the growth",0
"macquarie shifts focus to domesticfocused stocks due to global uncertainties airtel, ultratech cement, and gail are now top picks in the portfolio",1
"indias smartphone exports surpassed rs 2 lakh crore in fy25, marking a 54 growth apples supply chain, especially foxconn and tata, was pivotal in this export surge",2
tata motors denies reports of jlr halting us exports due to new tariffs shares of tata motors rose 4 following the tariff announcement,2
"tata motors group reported a 3 decline in global wholesales for q4 fy25, totaling 366,177 units commercial vehicles sales decreased by 3 and passenger vehicles saw a 6 reduction",0
tata motors faces uncertainties that could affect its growth bofa suggests these uncertainties may overshadow positive aspects,0
"tata plans a rs 27,000 crore semiconductor investment in assam, highlighting the regions potential the northeastern region has seen significant infrastructure growth in airports and highways",2
"the rate cut expectation by 25 basis points aims to support economic growth amid global tariff risks top gainers from the sensex pack include titan, adani ports, bajaj finserv, and tata steel",1
"sensex and nifty saw a significant drop on monday but rebounded on tuesday amid hopes of us tariff negotiations tata group stocks, reliance, and adani group shares surged as indian markets joined an asiawide rebound",2
india restricts chinese byds market entry while courting tesla for ev investments high tariffs protect domestic automakers like tata and mahindra but may change with new trade deals,2
tata motors shares are under pressure after jlr reports flat fy25 volumes and a pause in us shipments tata motors has experienced a 1404 weekly loss and a 1057 decline over the past month,0
"titans jewellery segment achieved 24 yoy growth in q4, driven by gold prices mahindra mahindra launched a new subsidiary, mahindra advanced technologies limited",1
"markets dropped sharply by nearly 3 due to weak global conditions, affecting various sectors tata motors, adani ports, titan, and bel are in focus due to news developments and results",1
uk pm keir starmer delivered a speech at jaguar land rovers headquarters the speech took place amid global trade tensions caused by us tariffs,1
"tata motors secured second position in passenger vehicle market with 1382 share in march 2025 despite gaining second position, tatas yoy market share declined from 1410 in march 2024",1
"jaguar land rover achieved net cash positive status after strong fy25 sales fy25 wholesales were stable yearonyear, with a notable q4 increase in north america and europe",2
"tata motors saw a 11 increase in wholesale volumes, reaching 111,000 units north america volumes jumped 144 while retail sales dipped 51 year over year",1
"rbi mpcs 3day meeting begins today, potentially impacting market dynamics new rules for rights issues come into effect, likely influencing stock movements",1
chakri lokapriya suggests focusing on domestic stocks amid us tariff concerns investors should avoid global sectors and maintain conservative portfolios,1
half of the 30 sensex stocks fell over 5 on bse due to riskaverse sentiment the decline was triggered by us president donald trumps aggressive tariff announcement,1
"market sentiment is volatile amid global trade worries, leading to a selloff in major indices domesticfocused sectors like financials and autos show resilience despite global uncertainties",1
"tata stocks experienced a steep decline, contributing to a significant loss in market value six nifty 50 companies collectively lost over 1 lakh crore in market capitalization",0
"tata motors shares plunged 10 after jaguar land rover announced a pause in us shipments due to tariffs rekha jhunjhunwalas stake in tata motors saw a significant drop in value, losing over rs 230 crore",0
"tata motors limited leads the indian automotive construction sector with significant vehicle sales the company markets vehicles under tata, fiat, jaguar, and land rover brands, showing diverse automotive offerings",2
"ril, tata motors, and tata steel are key stocks to watch due to recent market movements indusind bank and oil india may show volatility based on sector performance",1
tata motors shares might decline as jaguar land rover stops us shipments the halt is expected to negatively impact tata motors sales in a key market,0
tata motors schedules a shareholder meeting on may 6 to discuss demerger the meeting will consider separating commercial and passenger vehicle businesses,1
